SNo,tweet_id,label
126,8.49407E+17,abusive
127,8.49167E+17,abusive
128,8.47661E+17,abusive
129,8.49007E+17,abusive
130,8.48564E+17,abusive
131,8.49465E+17,abusive
132,8.49191E+17,normal
133,8.48889E+17,abusive
134,8.47653E+17,abusive
135,8.49996E+17,normal
136,8.4916E+17,abusive
137,8.49001E+17,normal
138,8.47638E+17,abusive
139,8.50571E+17,normal
140,8.48997E+17,hateful
141,8.50144E+17,abusive
142,8.48527E+17,abusive
143,8.49788E+17,normal
144,8.49365E+17,abusive
145,8.50081E+17,abusive
146,8.48399E+17,abusive
147,8.48685E+17,abusive
148,8.50759E+17,abusive
149,8.49801E+17,abusive
150,8.47696E+17,abusive
151,8.49965E+17,hateful
152,8.47789E+17,abusive
153,8.50184E+17,abusive
154,8.49004E+17,abusive
155,8.5018E+17,hateful
156,8.49589E+17,normal
157,8.47653E+17,abusive
158,8.49961E+17,hateful
159,8.50113E+17,abusive
160,8.47937E+17,abusive
161,8.502E+17,abusive
162,8.49096E+17,normal
163,8.48464E+17,abusive
164,8.48349E+17,abusive
165,8.4966E+17,abusive
166,8.48378E+17,abusive
167,8.48878E+17,hateful
168,8.50336E+17,normal
169,8.49829E+17,hateful
170,8.49265E+17,abusive
171,8.48996E+17,abusive
172,8.4793E+17,abusive
173,8.48565E+17,abusive
174,8.47885E+17,abusive
175,8.50793E+17,abusive
176,8.48759E+17,hateful
177,8.47503E+17,abusive
178,8.50508E+17,abusive
179,8.48723E+17,abusive
180,8.49417E+17,abusive
181,8.49505E+17,abusive
182,8.48836E+17,abusive
183,8.50823E+17,abusive
184,8.50533E+17,abusive
185,8.48551E+17,abusive
186,8.50761E+17,abusive
187,8.48776E+17,abusive
188,8.49294E+17,abusive
189,8.48942E+17,abusive
190,8.47499E+17,hateful
191,8.49032E+17,normal
192,8.50445E+17,hateful
193,8.49351E+17,normal
194,8.49356E+17,hateful
195,8.50195E+17,abusive
196,8.49996E+17,abusive
197,8.50217E+17,hateful
198,8.49311E+17,abusive
199,8.47682E+17,abusive
200,8.48914E+17,abusive
201,8.48719E+17,abusive
202,8.50015E+17,hateful
203,8.50453E+17,normal
204,8.50131E+17,abusive
205,8.50211E+17,hateful
206,8.48679E+17,abusive
207,8.4873E+17,normal
208,8.49345E+17,abusive
209,8.48655E+17,abusive
210,8.49072E+17,abusive
211,8.49093E+17,spam
212,8.4903E+17,abusive
213,8.4852E+17,hateful
214,8.50367E+17,abusive
215,8.49365E+17,abusive
216,8.4981E+17,abusive
217,8.48473E+17,abusive
218,8.50294E+17,abusive
219,8.47641E+17,abusive
220,8.4767E+17,abusive
221,8.48089E+17,abusive
222,8.48951E+17,spam
223,8.50393E+17,abusive
224,8.49767E+17,hateful
225,8.49302E+17,hateful
226,8.49161E+17,normal
227,8.48968E+17,abusive
228,8.50442E+17,abusive
229,8.50345E+17,hateful
230,8.49797E+17,abusive
231,8.49992E+17,hateful
232,8.48342E+17,abusive
233,8.4849E+17,normal
234,8.50567E+17,abusive
235,8.4971E+17,hateful
236,8.50728E+17,hateful
237,8.48542E+17,abusive
238,8.48703E+17,abusive
239,8.47408E+17,hateful
240,8.4863E+17,abusive
241,8.48171E+17,hateful
242,8.4939E+17,abusive
243,8.47392E+17,normal
244,8.48455E+17,hateful
245,8.50114E+17,abusive
246,8.50447E+17,abusive
247,8.47643E+17,normal
248,8.50416E+17,abusive
249,8.50047E+17,hateful
250,8.47703E+17,hateful
251,8.49265E+17,normal
252,8.48421E+17,abusive
253,8.47444E+17,abusive
254,8.47951E+17,abusive
255,8.48281E+17,abusive
256,8.48854E+17,abusive
257,8.49532E+17,abusive
258,8.50277E+17,abusive
259,8.49159E+17,abusive
260,8.47427E+17,abusive
261,8.50453E+17,abusive
262,8.5054E+17,abusive
263,8.47561E+17,abusive
264,8.48322E+17,abusive
265,8.49102E+17,hateful
266,8.50367E+17,abusive
267,8.5016E+17,spam
268,8.47668E+17,abusive
269,8.49651E+17,abusive
270,8.49836E+17,hateful
271,8.47562E+17,abusive
272,8.49161E+17,abusive
273,8.48413E+17,abusive
274,8.48012E+17,abusive
275,8.50466E+17,abusive
276,8.50839E+17,abusive
277,8.4881E+17,abusive
278,8.48971E+17,abusive
279,8.4984E+17,abusive
280,8.50792E+17,abusive
281,8.50254E+17,abusive
282,8.49849E+17,hateful
283,8.49161E+17,normal
284,8.5012E+17,abusive
285,8.50318E+17,abusive
286,8.4932E+17,abusive
287,8.4944E+17,abusive
288,8.4755E+17,abusive
289,8.491E+17,abusive
290,8.50141E+17,abusive
291,8.4822E+17,abusive
292,8.47987E+17,hateful
293,8.48761E+17,abusive
294,8.49772E+17,abusive
295,8.50227E+17,hateful
296,8.49524E+17,abusive
297,8.49627E+17,hateful
298,8.47503E+17,abusive
299,8.50237E+17,hateful
300,8.4755E+17,hateful
301,8.47964E+17,abusive
302,8.49838E+17,abusive
303,8.49923E+17,abusive
304,8.47939E+17,abusive
305,8.50215E+17,hateful
306,8.50092E+17,abusive
307,8.50386E+17,spam
308,8.49833E+17,abusive
309,8.48603E+17,abusive
310,8.48282E+17,hateful
311,8.48047E+17,abusive
312,8.50205E+17,abusive
313,8.48678E+17,abusive
314,8.476E+17,abusive
315,8.49421E+17,abusive
316,8.49728E+17,abusive
317,8.49131E+17,normal
318,8.49351E+17,normal
319,8.49314E+17,hateful
320,8.49024E+17,abusive
321,8.49044E+17,abusive
322,8.47473E+17,normal
323,8.47568E+17,abusive
324,8.4741E+17,abusive
325,8.50281E+17,abusive
326,8.49836E+17,abusive
327,8.47549E+17,normal
328,8.48402E+17,abusive
329,8.47545E+17,abusive
330,8.50119E+17,normal
331,8.50272E+17,abusive
332,8.49835E+17,hateful
333,8.48032E+17,abusive
334,8.48465E+17,abusive
335,8.50175E+17,abusive
336,8.49467E+17,abusive
337,8.49739E+17,abusive
338,8.50204E+17,abusive
339,8.50518E+17,abusive
340,8.50335E+17,abusive
341,8.48921E+17,hateful
342,8.50375E+17,normal
343,8.49346E+17,abusive
344,8.49668E+17,abusive
345,8.50324E+17,abusive
346,8.50023E+17,abusive
347,8.49017E+17,hateful
348,8.47873E+17,abusive
349,8.47642E+17,abusive
350,8.50202E+17,hateful
351,8.49647E+17,abusive
352,8.49804E+17,abusive
353,8.49552E+17,abusive
354,8.48674E+17,hateful
355,8.50763E+17,abusive
356,8.48916E+17,hateful
357,8.47848E+17,abusive
358,8.49073E+17,abusive
359,8.5075E+17,abusive
360,8.49447E+17,hateful
361,8.49808E+17,normal
362,8.48034E+17,abusive
363,8.49818E+17,abusive
364,8.49351E+17,abusive
365,8.49738E+17,abusive
366,8.49064E+17,abusive
367,8.48649E+17,hateful
368,8.47431E+17,abusive
369,8.47952E+17,spam
370,8.47851E+17,hateful
371,8.47874E+17,abusive
372,8.4962E+17,abusive
373,8.48421E+17,hateful
374,8.50844E+17,abusive
375,8.49417E+17,normal
376,8.48731E+17,abusive
377,8.48288E+17,abusive
378,8.48276E+17,spam
379,8.49464E+17,abusive
380,8.50504E+17,abusive
381,8.49441E+17,normal
382,8.48653E+17,abusive
383,8.48816E+17,normal
384,8.50701E+17,hateful
385,8.47564E+17,abusive
386,8.47548E+17,abusive
387,8.48941E+17,hateful
388,8.48702E+17,normal
389,8.48608E+17,abusive
390,8.47792E+17,abusive
391,8.48158E+17,normal
392,8.49558E+17,abusive
393,8.50712E+17,normal
394,8.48728E+17,abusive
395,8.48373E+17,abusive
396,8.50318E+17,abusive
397,8.50406E+17,abusive
398,8.49699E+17,abusive
399,8.48606E+17,abusive
400,8.48603E+17,abusive
401,8.48236E+17,abusive
402,8.50513E+17,abusive
403,8.49474E+17,abusive
404,8.48622E+17,abusive
405,8.48595E+17,normal
406,8.48013E+17,abusive
407,8.48035E+17,hateful
408,8.49995E+17,normal
409,8.50002E+17,abusive
410,8.49561E+17,abusive
411,8.47507E+17,abusive
412,8.49064E+17,abusive
413,8.50833E+17,abusive
414,8.50519E+17,abusive
415,8.47682E+17,abusive
416,8.49903E+17,normal
417,8.50409E+17,hateful
418,8.49115E+17,hateful
419,8.4821E+17,spam
420,8.49753E+17,hateful
421,8.49464E+17,abusive
422,8.48451E+17,abusive
423,8.47544E+17,hateful
424,8.50026E+17,abusive
425,8.50787E+17,abusive
426,8.47603E+17,abusive
427,8.48312E+17,abusive
428,8.50316E+17,hateful
429,8.47965E+17,abusive
430,8.48335E+17,abusive
431,8.49891E+17,abusive
432,8.49078E+17,abusive
433,8.48818E+17,abusive
434,8.49416E+17,abusive
435,8.50157E+17,abusive
436,8.48211E+17,hateful
437,8.50493E+17,abusive
438,8.48794E+17,abusive
439,8.50809E+17,hateful
440,8.48531E+17,normal
441,8.4741E+17,abusive
442,8.49908E+17,abusive
443,8.49775E+17,abusive
444,8.49116E+17,normal
445,8.48632E+17,abusive
446,8.49286E+17,abusive
447,8.50837E+17,abusive
448,8.50824E+17,abusive
449,8.49675E+17,abusive
450,8.49053E+17,abusive
451,8.49052E+17,abusive
452,8.50496E+17,abusive
453,8.49284E+17,hateful
454,8.49268E+17,abusive
455,8.4944E+17,hateful
456,8.47419E+17,abusive
457,8.50432E+17,abusive
458,8.47774E+17,abusive
459,8.49694E+17,abusive
460,8.49408E+17,abusive
461,8.4907E+17,abusive
462,8.49723E+17,hateful
463,8.50116E+17,hateful
464,8.50155E+17,abusive
465,8.49725E+17,abusive
466,8.50764E+17,abusive
467,8.48376E+17,abusive
468,8.495E+17,abusive
469,8.50081E+17,abusive
470,8.49614E+17,hateful
471,8.48572E+17,abusive
472,8.48541E+17,hateful
473,8.49392E+17,abusive
474,8.48036E+17,hateful
475,8.48064E+17,normal
476,8.4777E+17,abusive
477,8.48945E+17,abusive
478,8.47683E+17,abusive
479,8.47701E+17,abusive
480,8.48703E+17,abusive
481,8.48295E+17,abusive
482,8.50161E+17,hateful
483,8.47935E+17,abusive
484,8.49687E+17,abusive
485,8.49481E+17,abusive
486,8.48064E+17,abusive
487,8.49054E+17,abusive
488,8.50581E+17,abusive
489,8.50363E+17,normal
490,8.50729E+17,hateful
491,8.47671E+17,abusive
492,8.48706E+17,abusive
493,8.50552E+17,abusive
494,8.48819E+17,abusive
495,8.50455E+17,normal
496,8.49951E+17,abusive
497,8.48871E+17,normal
498,8.49119E+17,hateful
499,8.50713E+17,abusive
500,8.48787E+17,hateful
501,8.49099E+17,abusive
502,8.48399E+17,hateful
503,8.47453E+17,hateful
504,8.48365E+17,hateful
505,8.47899E+17,abusive
506,8.48876E+17,abusive
507,8.47801E+17,normal
508,8.49917E+17,abusive
509,8.49982E+17,normal
510,8.47886E+17,normal
511,8.50644E+17,abusive
512,8.49915E+17,abusive
513,8.48688E+17,abusive
514,8.49611E+17,abusive
515,8.47971E+17,abusive
516,8.49588E+17,normal
517,8.50804E+17,hateful
518,8.48606E+17,abusive
519,8.50097E+17,abusive
520,8.50363E+17,abusive
521,8.5061E+17,abusive
522,8.50711E+17,abusive
523,8.47749E+17,abusive
524,8.48563E+17,normal
525,8.50171E+17,abusive
526,8.50339E+17,hateful
527,8.50547E+17,abusive
528,8.48273E+17,abusive
529,8.4866E+17,abusive
530,8.47638E+17,spam
531,8.47564E+17,abusive
532,8.48712E+17,abusive
533,8.50562E+17,abusive
534,8.48246E+17,abusive
535,8.47815E+17,hateful
536,8.4965E+17,abusive
537,8.5078E+17,abusive
538,8.48549E+17,abusive
539,8.49483E+17,abusive
540,8.50353E+17,normal
541,8.5017E+17,abusive
542,8.4796E+17,abusive
543,8.49718E+17,abusive
544,8.50107E+17,hateful
545,8.50389E+17,abusive
546,8.48538E+17,abusive
547,8.48681E+17,abusive
548,8.48465E+17,abusive
549,8.50566E+17,abusive
550,8.48867E+17,abusive
551,8.49699E+17,abusive
552,8.4787E+17,abusive
553,8.49394E+17,abusive
554,8.47502E+17,abusive
555,8.48943E+17,abusive
556,8.48779E+17,spam
557,8.48133E+17,abusive
558,8.48154E+17,normal
559,8.47931E+17,hateful
560,8.47469E+17,abusive
561,8.47999E+17,abusive
562,8.48492E+17,spam
563,8.50508E+17,abusive
564,8.48965E+17,abusive
565,8.50165E+17,abusive
566,8.4903E+17,abusive
567,8.47501E+17,abusive
568,8.48607E+17,abusive
569,8.49117E+17,abusive
570,8.50182E+17,abusive
571,8.4836E+17,abusive
572,8.4873E+17,abusive
573,8.48754E+17,abusive
574,8.47843E+17,abusive
575,8.49675E+17,abusive
576,8.49288E+17,abusive
577,8.47833E+17,abusive
578,8.50756E+17,abusive
579,8.47918E+17,abusive
580,8.4786E+17,abusive
581,8.498E+17,abusive
582,8.48822E+17,abusive
583,8.49955E+17,hateful
584,8.48103E+17,abusive
585,8.4797E+17,hateful
586,8.49369E+17,normal
587,8.47588E+17,abusive
588,8.49704E+17,abusive
589,8.5054E+17,abusive
590,8.48898E+17,abusive
591,8.47912E+17,abusive
592,8.4866E+17,hateful
593,8.47622E+17,abusive
594,8.50397E+17,normal
595,8.50703E+17,abusive
596,8.49082E+17,abusive
597,8.48885E+17,abusive
598,8.49768E+17,hateful
599,8.47574E+17,abusive
600,8.47951E+17,abusive
601,8.4765E+17,abusive
602,8.504E+17,abusive
603,8.49535E+17,abusive
604,8.48197E+17,abusive
605,8.50639E+17,abusive
606,8.49206E+17,normal
607,8.48751E+17,abusive
608,8.49252E+17,abusive
609,8.481E+17,normal
610,8.47852E+17,abusive
611,8.50101E+17,hateful
612,8.47447E+17,hateful
613,8.48939E+17,hateful
614,8.50042E+17,abusive
615,8.50784E+17,normal
616,8.5065E+17,normal
617,8.47544E+17,abusive
618,8.49958E+17,hateful
619,8.48399E+17,normal
620,8.50101E+17,abusive
621,8.49539E+17,abusive
622,8.47489E+17,abusive
623,8.49679E+17,hateful
624,8.48276E+17,abusive
625,8.49589E+17,hateful
626,8.49217E+17,normal
627,8.49095E+17,normal
628,8.48385E+17,abusive
629,8.49853E+17,abusive
630,8.49414E+17,abusive
631,8.48551E+17,abusive
632,8.49385E+17,normal
633,8.4832E+17,abusive
634,8.49466E+17,abusive
635,8.48716E+17,abusive
636,8.47666E+17,normal
637,8.49434E+17,hateful
638,8.47474E+17,abusive
639,8.48431E+17,abusive
640,8.49734E+17,abusive
641,8.50489E+17,abusive
642,8.50446E+17,abusive
643,8.48026E+17,hateful
644,8.50776E+17,abusive
645,8.50142E+17,spam
646,8.50402E+17,normal
647,8.49831E+17,abusive
648,8.49622E+17,abusive
649,8.47815E+17,abusive
650,8.5002E+17,abusive
651,8.482E+17,abusive
652,8.49834E+17,hateful
653,8.50761E+17,abusive
654,8.4787E+17,abusive
655,8.47883E+17,abusive
656,8.47632E+17,hateful
657,8.50241E+17,normal
658,8.49644E+17,abusive
659,8.49107E+17,abusive
660,8.50249E+17,hateful
661,8.48604E+17,normal
662,8.48863E+17,abusive
663,8.4824E+17,abusive
664,8.48223E+17,abusive
665,8.47925E+17,abusive
666,8.50011E+17,abusive
667,8.48604E+17,abusive
668,8.47519E+17,abusive
669,8.48024E+17,abusive
670,8.49839E+17,abusive
671,8.48241E+17,abusive
672,8.48182E+17,abusive
673,8.50492E+17,hateful
674,8.49011E+17,abusive
675,8.47823E+17,abusive
676,8.4978E+17,abusive
677,8.49666E+17,normal
678,8.48106E+17,abusive
679,8.47928E+17,abusive
680,8.50719E+17,abusive
681,8.50033E+17,abusive
682,8.48527E+17,abusive
683,8.47882E+17,abusive
684,8.48582E+17,abusive
685,8.50121E+17,abusive
686,8.4798E+17,abusive
687,8.4975E+17,abusive
688,8.47664E+17,abusive
689,8.4749E+17,hateful
690,8.4871E+17,abusive
691,8.48661E+17,abusive
692,8.50058E+17,hateful
693,8.4932E+17,abusive
694,8.50378E+17,abusive
695,8.48718E+17,abusive
696,8.48651E+17,abusive
697,8.49116E+17,abusive
698,8.47696E+17,abusive
699,8.49757E+17,abusive
700,8.50799E+17,spam
701,8.50171E+17,hateful
702,8.49369E+17,abusive
703,8.50405E+17,normal
704,8.50392E+17,abusive
705,8.48665E+17,hateful
706,8.50589E+17,normal
707,8.4819E+17,normal
708,8.50648E+17,abusive
709,8.48789E+17,abusive
710,8.50518E+17,hateful
711,8.50299E+17,abusive
712,8.50012E+17,abusive
713,8.50578E+17,abusive
714,8.47813E+17,abusive
715,8.49939E+17,abusive
716,8.47414E+17,abusive
717,8.49395E+17,abusive
718,8.49121E+17,abusive
719,8.49034E+17,abusive
720,8.50483E+17,abusive
721,8.48643E+17,hateful
722,8.49286E+17,normal
723,8.50701E+17,hateful
724,8.49051E+17,normal
725,8.48246E+17,abusive
726,8.50328E+17,abusive
727,8.50017E+17,abusive
728,8.49019E+17,abusive
729,8.50552E+17,abusive
730,8.50373E+17,hateful
731,8.50684E+17,abusive
732,8.48739E+17,normal
733,8.48708E+17,hateful
734,8.49079E+17,abusive
735,8.47707E+17,spam
736,8.47484E+17,hateful
737,8.48051E+17,hateful
738,8.50795E+17,abusive
739,8.49821E+17,hateful
740,8.49598E+17,abusive
741,8.4836E+17,abusive
742,8.50031E+17,abusive
743,8.47751E+17,spam
744,8.4887E+17,abusive
745,8.48519E+17,abusive
746,8.47896E+17,abusive
747,8.4773E+17,abusive
748,8.48217E+17,hateful
749,8.48178E+17,abusive
750,8.50512E+17,normal
751,8.49174E+17,spam
752,8.50687E+17,abusive
753,8.47725E+17,abusive
754,8.49729E+17,abusive
755,8.49505E+17,abusive
756,8.50006E+17,hateful
757,8.50504E+17,hateful
758,8.50137E+17,abusive
759,8.48854E+17,hateful
760,8.49301E+17,hateful
761,8.49558E+17,abusive
762,8.50823E+17,abusive
763,8.48518E+17,abusive
764,8.49513E+17,spam
765,8.49497E+17,abusive
766,8.48149E+17,abusive
767,8.4803E+17,abusive
768,8.50158E+17,abusive
769,8.49307E+17,abusive
770,8.48992E+17,abusive
771,8.47871E+17,hateful
772,8.48973E+17,abusive
773,8.49711E+17,hateful
774,8.4945E+17,normal
775,8.48154E+17,abusive
776,8.5009E+17,normal
777,8.4762E+17,abusive
778,8.47622E+17,abusive
779,8.50677E+17,abusive
780,8.49646E+17,abusive
781,8.47994E+17,abusive
782,8.49467E+17,abusive
783,8.49261E+17,abusive
784,8.47628E+17,abusive
785,8.48191E+17,abusive
786,8.48971E+17,normal
787,8.47836E+17,abusive
788,8.49147E+17,abusive
789,8.50546E+17,abusive
790,8.49061E+17,abusive
791,8.4939E+17,normal
792,8.47779E+17,abusive
793,8.48016E+17,hateful
794,8.49766E+17,abusive
795,8.48572E+17,abusive
796,8.50526E+17,hateful
797,8.49151E+17,abusive
798,8.49625E+17,abusive
799,8.47652E+17,hateful
800,8.49772E+17,abusive
801,8.4999E+17,abusive
802,8.47599E+17,abusive
803,8.50326E+17,abusive
804,8.49247E+17,normal
805,8.49745E+17,abusive
806,8.47793E+17,abusive
807,8.5018E+17,hateful
808,8.49481E+17,abusive
809,8.50057E+17,abusive
810,8.47452E+17,normal
811,8.50737E+17,abusive
812,8.48302E+17,abusive
813,8.49677E+17,abusive
814,8.49582E+17,abusive
815,8.50066E+17,spam
816,8.47487E+17,hateful
817,8.47419E+17,abusive
818,8.50791E+17,abusive
819,8.50195E+17,abusive
820,8.48875E+17,abusive
821,8.50504E+17,abusive
822,8.48694E+17,abusive
823,8.50449E+17,abusive
824,8.49437E+17,hateful
825,8.48498E+17,abusive
826,8.49379E+17,abusive
827,8.50774E+17,abusive
828,8.48242E+17,hateful
829,8.48753E+17,abusive
830,8.50132E+17,abusive
831,8.4978E+17,abusive
832,8.49723E+17,abusive
833,8.50366E+17,abusive
834,8.49705E+17,abusive
835,8.48006E+17,abusive
836,8.48631E+17,abusive
837,8.47539E+17,abusive
838,8.49143E+17,abusive
839,8.50571E+17,abusive
840,8.48335E+17,abusive
841,8.47871E+17,abusive
842,8.49331E+17,abusive
843,8.50772E+17,normal
844,8.47793E+17,abusive
845,8.48593E+17,hateful
846,8.50038E+17,abusive
847,8.47915E+17,abusive
848,8.4923E+17,abusive
849,8.50162E+17,spam
850,8.50698E+17,abusive
851,8.50024E+17,normal
852,8.49301E+17,abusive
853,8.49994E+17,hateful
854,8.49059E+17,abusive
855,8.50313E+17,abusive
856,8.50069E+17,abusive
857,8.50544E+17,abusive
858,8.47869E+17,abusive
859,8.48208E+17,abusive
860,8.48838E+17,abusive
861,8.49084E+17,abusive
862,8.49119E+17,hateful
863,8.49292E+17,abusive
864,8.48247E+17,abusive
865,8.49948E+17,hateful
866,8.48803E+17,normal
867,8.50091E+17,spam
868,8.49511E+17,normal
869,8.49613E+17,abusive
870,8.47449E+17,abusive
871,8.48793E+17,hateful
872,8.50168E+17,normal
873,8.48494E+17,abusive
874,8.50206E+17,abusive
875,8.48995E+17,abusive
876,8.48741E+17,abusive
877,8.50118E+17,abusive
878,8.49271E+17,normal
879,8.49699E+17,abusive
880,8.49388E+17,abusive
881,8.49019E+17,abusive
882,8.48631E+17,abusive
883,8.50129E+17,abusive
884,8.479E+17,abusive
885,8.49381E+17,abusive
886,8.49748E+17,normal
887,8.48924E+17,abusive
888,8.48658E+17,normal
889,8.47863E+17,hateful
890,8.49865E+17,abusive
891,8.50766E+17,abusive
892,8.47833E+17,abusive
893,8.50058E+17,abusive
894,8.48526E+17,abusive
895,8.47936E+17,abusive
896,8.50334E+17,abusive
897,8.479E+17,abusive
898,8.50319E+17,abusive
899,8.47664E+17,abusive
900,8.47599E+17,abusive
901,8.49669E+17,abusive
902,8.48961E+17,abusive
903,8.50205E+17,abusive
904,8.49716E+17,abusive
905,8.49672E+17,abusive
906,8.49766E+17,abusive
907,8.50711E+17,abusive
908,8.50612E+17,abusive
909,8.48598E+17,abusive
910,8.50468E+17,abusive
911,8.50335E+17,normal
912,8.48431E+17,abusive
913,8.48296E+17,abusive
914,8.4975E+17,normal
915,8.47472E+17,abusive
916,8.47475E+17,hateful
917,8.4752E+17,abusive
918,8.50102E+17,abusive
919,8.48252E+17,abusive
920,8.47984E+17,abusive
921,8.49721E+17,abusive
922,8.50059E+17,abusive
923,8.49466E+17,normal
924,8.49549E+17,hateful
925,8.48704E+17,abusive
926,8.50757E+17,abusive
927,8.48161E+17,abusive
928,8.50814E+17,hateful
929,8.48658E+17,abusive
930,8.48638E+17,abusive
931,8.4823E+17,abusive
932,8.47805E+17,abusive
933,8.48072E+17,hateful
934,8.48619E+17,abusive
935,8.49311E+17,abusive
936,8.48392E+17,abusive
937,8.47927E+17,spam
938,8.47553E+17,hateful
939,8.47515E+17,abusive
940,8.49806E+17,normal
941,8.50464E+17,abusive
942,8.48683E+17,hateful
943,8.49495E+17,abusive
944,8.50385E+17,abusive
945,8.4818E+17,abusive
946,8.4855E+17,abusive
947,8.47606E+17,hateful
948,8.47629E+17,abusive
949,8.50011E+17,abusive
950,8.50347E+17,abusive
951,8.49976E+17,abusive
952,8.50191E+17,abusive
953,8.49302E+17,abusive
954,8.48737E+17,hateful
955,8.48587E+17,abusive
956,8.49679E+17,abusive
957,8.48922E+17,abusive
958,8.48904E+17,normal
959,8.48228E+17,abusive
960,8.47494E+17,spam
961,8.48356E+17,abusive
962,8.48733E+17,abusive
963,8.4832E+17,abusive
964,8.48198E+17,abusive
965,8.50055E+17,spam
966,8.48045E+17,abusive
967,8.50791E+17,abusive
968,8.49498E+17,hateful
969,8.48923E+17,abusive
970,8.48947E+17,abusive
971,8.49356E+17,abusive
972,8.48642E+17,abusive
973,8.48591E+17,hateful
974,8.49722E+17,abusive
975,8.50784E+17,normal
976,8.48599E+17,abusive
977,8.47921E+17,hateful
978,8.50358E+17,abusive
979,8.49983E+17,abusive
980,8.49925E+17,abusive
981,8.4913E+17,abusive
982,8.50817E+17,abusive
983,8.50208E+17,abusive
984,8.47572E+17,hateful
985,8.49871E+17,abusive
986,8.48904E+17,abusive
987,8.50565E+17,normal
988,8.50095E+17,abusive
989,8.48041E+17,abusive
990,8.50756E+17,abusive
991,8.50272E+17,abusive
992,8.50805E+17,hateful
993,8.47693E+17,abusive
994,8.49053E+17,abusive
995,8.49611E+17,abusive
996,8.48289E+17,hateful
997,8.49014E+17,abusive
998,8.49386E+17,abusive
999,8.48888E+17,abusive
1000,8.50197E+17,hateful
1001,8.498E+17,abusive
1002,8.48723E+17,abusive
1003,8.47614E+17,abusive
1004,8.4855E+17,abusive
1005,8.48576E+17,hateful
1006,8.47958E+17,abusive
1007,8.4953E+17,abusive
